Benchmark,Device,Device Name,Key,Word,BlockBits,PatternBitsPerWord,NumInputs,FilterSizeMB,Skipped,FalsePositiveRate,PatternBits,Samples,CPU Time (sec),Noise,GPU Time (sec),Noise,Elem/s (elem/sec),Samples,Batch GPU (sec)
wc_bloom_filter_contains_unique_size_u64,0,NVIDIA A100-SXM4-40GB,U64,U64,512,16,1000000000,1024,No,6e-09,128,7,2.3993043104285716,0.0005844071475413649,2.3992894810267855,0.000584437938796939,416790057.184782,7,2.3775910295758926
wc_bloom_filter_contains_unique_size_u64,0,NVIDIA A100-SXM4-40GB,U64,U64,512,16,1000000000,2048,No,1.1e-08,128,7,2.400090002142857,0.00037748140776317445,2.40007470703125,0.0003773261618419802,416653697.0996793,7,2.3791544363839288
wc_bloom_filter_contains_unique_size_u64,0,NVIDIA A100-SXM4-40GB,U64,U64,1024,1,1000000000,1,No,5.11e-07,16,11,0.8008963428181819,0.0041046056691763115,0.8008803488991478,0.004104345158008661,1248625966.8807614,12,0.7994547220865886
wc_bloom_filter_contains_unique_size_u64,0,NVIDIA A100-SXM4-40GB,U64,U64,1024,1,1000000000,2,No,4.21e-07,16,11,0.8019534668181817,0.002953110476705592,0.8019369451349433,0.002952316234831587,1246980833.1772623,12,0.8047457275390625
wc_bloom_filter_contains_unique_size_u64,0,NVIDIA A100-SXM4-40GB,U64,U64,1024,1,1000000000,4,No,4.87e-07,16,11,0.8046954893636364,0.0001692380709585594,0.8046802423650569,0.00016949899044266145,1242729655.0252976,12,0.8044545694986979
wc_bloom_filter_contains_unique_size_u64,0,NVIDIA A100-SXM4-40GB,U64,U64,1024,1,1000000000,8,No,4.91e-07,16,11,0.8046570160000002,0.0002536757903297967,0.8046405861594461,0.0002536664285537538,1242790902.1753495,12,0.795994618733724
wc_bloom_filter_contains_unique_size_u64,0,NVIDIA A100-SXM4-40GB,U64,U64,1024,1,1000000000,16,No,4.85e-07,16,11,0.8041043494545456,2.5008733900629467e-06,0.8040887451171875,2.821416745917826e-06,1243643821.7453976,12,0.804086954752604
wc_bloom_filter_contains_unique_size_u64,0,NVIDIA A100-SXM4-40GB,U64,U64,1024,1,1000000000,32,No,5.43e-07,16,11,0.8046181933636365,9.540958432380849e-06,0.8046019453568891,9.578988740678206e-06,1242850586.8904407,12,0.8046056009928385
wc_bloom_filter_contains_unique_size_u64,0,NVIDIA A100-SXM4-40GB,U64,U64,1024,1,1000000000,64,No,5.06e-07,16,11,0.8144747605454546,0.00023396476008536395,0.8144592507102272,0.0002336618535483685,1227808511.1415668,12,0.8145619659423828
wc_bloom_filter_contains_unique_size_u64,0,NVIDIA A100-SXM4-40GB,U64,U64,1024,1,1000000000,128,No,4.92e-07,16,11,0.8150382030000002,2.1590166499965323e-06,0.815022177956321,1.821257364449987e-06,1226960476.7167358,12,0.8150205434163412
wc_bloom_filter_contains_unique_size_u64,0,NVIDIA A100-SXM4-40GB,U64,U64,1024,1,1000000000,256,No,4.93e-07,16,11,0.8162365013636365,0.001405836414926454,0.8162210915305398,0.0014055448315659894,1225158244.9613578,12,0.8156335805257161
wc_bloom_filter_contains_unique_size_u64,0,NVIDIA A100-SXM4-40GB,U64,U64,1024,1,1000000000,512,No,5.11e-07,16,11,0.824101855090909,0.001670425765026022,0.8240846613103693,0.0016695664502643793,1213467556.124524,12,0.8244996185302732
wc_bloom_filter_contains_unique_size_u64,0,NVIDIA A100-SXM4-40GB,U64,U64,1024,1,1000000000,1024,No,5.28e-07,16,11,0.8392249110000001,0.00586459448977147,0.8392076582475141,0.005864480682889391,1191600184.021512,12,0.8517330780029296
wc_bloom_filter_contains_unique_size_u64,0,NVIDIA A100-SXM4-40GB,U64,U64,1024,1,1000000000,2048,No,4.93e-07,16,11,0.8533411548181818,2.2161186823997513e-06,0.8533246293501421,1.6817325848854636e-06,1171886953.2238393,12,0.8594668375651041
wc_bloom_filter_contains_unique_size_u64,0,NVIDIA A100-SXM4-40GB,U64,U64,1024,16,1000000000,1,No,0,256,2,9.6800835815,inf,9.6800732421875,inf,103305003.48301293,2,9.60342724609375
wc_bloom_filter_contains_unique_size_u64,0,NVIDIA A100-SXM4-40GB,U64,U64,1024,16,1000000000,2,No,0,256,2,9.6491700065,inf,9.64916162109375,inf,103635946.75561546,2,9.805165039062501
wc_bloom_filter_contains_unique_size_u64,0,NVIDIA A100-SXM4-40GB,U64,U64,1024,16,1000000000,4,No,0,256,2,9.612938107000002,inf,9.61292919921875,inf,104026564.56486446,2,9.602963867187501
wc_bloom_filter_contains_unique_size_u64,0,NVIDIA A100-SXM4-40GB,U64,U64,1024,16,1000000000,8,No,0,256,2,9.420251043,inf,9.420243164062502,inf,106154372.30059226,2,9.464378906250001
wc_bloom_filter_contains_unique_size_u64,0,NVIDIA A100-SXM4-40GB,U64,U64,1024,16,1000000000,16,No,0,256,2,9.646856211500001,inf,9.6468466796875,inf,103660816.14063697,2,9.46889599609375
wc_bloom_filter_contains_unique_size_u64,0,NVIDIA A100-SXM4-40GB,U64,U64,1024,16,1000000000,32,No,0,256,2,9.383196674,inf,9.3831884765625,inf,106573581.30424623,2,9.40037109375
wc_bloom_filter_contains_unique_size_u64,0,NVIDIA A100-SXM4-40GB,U64,U64,1024,16,1000000000,64,No,0,256,2,9.4441281405,inf,9.44411767578125,inf,105886016.49515942,2,9.4896025390625
wc_bloom_filter_contains_unique_size_u64,0,NVIDIA A100-SXM4-40GB,U64,U64,1024,16,1000000000,128,No,0,256,2,9.552124739,inf,9.55211474609375,inf,104688859.64848159,2,9.49836962890625
wc_bloom_filter_contains_unique_size_u64,0,NVIDIA A100-SXM4-40GB,U64,U64,1024,16,1000000000,256,No,0,256,2,9.3968234645,inf,9.3968125,inf,106419064.97549036,2,9.35461328125
wc_bloom_filter_contains_unique_size_u64,0,NVIDIA A100-SXM4-40GB,U64,U64,1024,16,1000000000,512,No,0,256,2,9.283415138,inf,9.283407226562499,inf,107719070.76732692,2,9.2017705078125
wc_bloom_filter_contains_unique_size_u64,0,NVIDIA A100-SXM4-40GB,U64,U64,1024,16,1000000000,1024,No,0,256,2,9.22267986,inf,9.2226728515625,inf,108428436.75524938,2,9.20104150390625
wc_bloom_filter_contains_unique_size_u64,0,NVIDIA A100-SXM4-40GB,U64,U64,1024,16,1000000000,2048,No,0,256,2,9.20001897,inf,9.20001171875,inf,108695513.72004876,2,9.21983837890625
