Benchmark,Device,Device Name,Key,Word,BlockBits,PatternBitsPerWord,NumInputs,FilterSizeMB,Skipped,Samples,CPU Time (sec),Noise,GPU Time (sec),Noise,Elem/s (elem/sec),Samples,Batch GPU (sec)
wc_bloom_filter_add_unique_size_u64,0,NVIDIA A100-SXM4-40GB,U64,U64,1024,1,1000000000,16,No,11,0.8189229519999999,0.0060569510638187754,0.8189075150923295,0.006056768592489252,1221139117.1410277,12,0.8293851267496745
wc_bloom_filter_add_unique_size_u64,0,NVIDIA A100-SXM4-40GB,U64,U64,1024,1,1000000000,32,No,11,0.8503225836363636,0.005454364994908635,0.8503053921786221,0.005453674047611954,1176048051.9097211,12,0.8548946838378906
wc_bloom_filter_add_unique_size_u64,0,NVIDIA A100-SXM4-40GB,U64,U64,1024,1,1000000000,64,No,11,0.8572713005454545,4.491438974273176e-06,0.857255476518111,4.50917517924266e-06,1166513399.321367,12,0.8572542266845701
wc_bloom_filter_add_unique_size_u64,0,NVIDIA A100-SXM4-40GB,U64,U64,1024,1,1000000000,128,No,11,0.8608355492727274,0.005409155453689042,0.8608193692294034,0.0054092084108581,1161683897.6278956,12,0.8579892069498697
wc_bloom_filter_add_unique_size_u64,0,NVIDIA A100-SXM4-40GB,U64,U64,1024,1,1000000000,256,No,11,0.8485132684545454,3.51076643356812e-06,0.8484965487393467,4.32849191260924e-06,1178555176.783865,12,0.8484905802408855
wc_bloom_filter_add_unique_size_u64,0,NVIDIA A100-SXM4-40GB,U64,U64,1024,1,1000000000,512,No,11,0.849189629909091,0.0018263692028181202,0.849173778187145,0.0018261652224999846,1177615260.4886665,12,0.8584639129638673
wc_bloom_filter_add_unique_size_u64,0,NVIDIA A100-SXM4-40GB,U64,U64,1024,1,1000000000,1024,No,11,0.8687207464545456,0.0003569329827728377,0.8687039794921876,0.00035707188787407665,1151140116.3196733,12,0.8686078338623048
wc_bloom_filter_add_unique_size_u64,0,NVIDIA A100-SXM4-40GB,U64,U64,1024,1,1000000000,2048,No,11,0.8687551970909091,0.0003602603599054296,0.8687393521395598,0.00036036234356432524,1151093245.0995424,12,0.868643320719401
wc_bloom_filter_add_unique_size_u64,0,NVIDIA A100-SXM4-40GB,U64,U64,1024,16,1000000000,1,No,2,9.8316787525,inf,9.8316748046875,inf,101712070.41176999,2,9.73582421875
wc_bloom_filter_add_unique_size_u64,0,NVIDIA A100-SXM4-40GB,U64,U64,1024,16,1000000000,2,No,2,9.7358371865,inf,9.735833007812499,inf,102713347.60955247,2,9.7337890625
wc_bloom_filter_add_unique_size_u64,0,NVIDIA A100-SXM4-40GB,U64,U64,1024,16,1000000000,4,No,2,9.7358414915,inf,9.73583837890625,inf,102713290.94437398,2,9.724024414062502
wc_bloom_filter_add_unique_size_u64,0,NVIDIA A100-SXM4-40GB,U64,U64,1024,16,1000000000,8,No,2,9.679658728,inf,9.679654785156249,inf,103309469.41759741,2,9.48689501953125
wc_bloom_filter_add_unique_size_u64,0,NVIDIA A100-SXM4-40GB,U64,U64,1024,16,1000000000,16,No,2,9.527023139,inf,9.52701953125,inf,104964621.59228872,2,9.73590625
wc_bloom_filter_add_unique_size_u64,0,NVIDIA A100-SXM4-40GB,U64,U64,1024,16,1000000000,32,No,2,9.6247201355,inf,9.62471630859375,inf,103899166.26499593,2,9.6002041015625
wc_bloom_filter_add_unique_size_u64,0,NVIDIA A100-SXM4-40GB,U64,U64,1024,16,1000000000,64,No,2,9.477079313,inf,9.477076171875,inf,105517775.93259063,2,9.46792236328125
wc_bloom_filter_add_unique_size_u64,0,NVIDIA A100-SXM4-40GB,U64,U64,1024,16,1000000000,128,No,2,9.5480175925,inf,9.5480126953125,inf,104733836.44440898,2,9.541590332031252
wc_bloom_filter_add_unique_size_u64,0,NVIDIA A100-SXM4-40GB,U64,U64,1024,16,1000000000,256,No,2,9.528861257500001,inf,9.528857421875,inf,104944376.40596257,2,9.478494140625
wc_bloom_filter_add_unique_size_u64,0,NVIDIA A100-SXM4-40GB,U64,U64,1024,16,1000000000,512,No,2,9.5328694815,inf,9.532867187499999,inf,104900234.14060074,2,9.61465625
wc_bloom_filter_add_unique_size_u64,0,NVIDIA A100-SXM4-40GB,U64,U64,1024,16,1000000000,1024,No,2,9.5398491825,inf,9.539845703125,inf,104823498.31637493,2,9.76923046875
wc_bloom_filter_add_unique_size_u64,0,NVIDIA A100-SXM4-40GB,U64,U64,1024,16,1000000000,2048,No,2,9.625447859000001,inf,9.625443359375,inf,103891318.31792651,2,9.510505859375002
